Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2019;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;2;2
1;gener;2019;RP Girona;ABP Garrotxa;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2019;RP Girona;ABP Garrotxa;De les falsedats;Falsedats documentals;1;;
1;gener;2019;RP Girona;ABP Garrotxa;De les lesions;Lesions;11;11;2
1;gener;2019;RP Girona;ABP Garrotxa;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;4;1
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;1;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;12;2;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;2;2;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;34;5;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;34;6;1
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;3;2;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;42;4;4
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;13;5;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;6;6;4
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;1;1;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra la llibertat;Amenaces;3;3;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2019;RP Girona;ABP Garrotxa;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2019;RP Girona;ABP Garrotxa;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;De l’homicidi i les seves formes;Assassinat consumat;1;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;De les falsedats;De la usurpació de l'estat civil;;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;De les falsedats;Falsedats documentals;3;2;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;De les lesions;Lesions;72;65;21
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;5;2
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;12;5;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;170;16;2
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;4;6;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;179;20;2
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;402;62;15
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;17;15;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;4;4;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;164;30;25
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;110;4;2
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;49;16;8
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;9;10;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l’honor;Injúria;1;;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;1;1;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat;Amenaces;30;25;6
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat;Coaccions;6;3;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat;Detenció il·legal;1;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;3;2;2
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;2;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Trencament de condemna;4;4;1
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra les relacions familiars;Contra els drets i deures familiars;5;5;
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;11;12;10
1;gener;2019;RP Girona;ABP Gironès - Pla de l'Estany;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;7;6;6
1;gener;2019;RP Girona;ABP Ripollès;De les lesions;Lesions;1;1;
1;gener;2019;RP Girona;ABP Ripollès;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;1
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;14;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;18;1;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;1;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;7;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;4;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;1;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra la llibertat;Amenaces;1;1;
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;1
1;gener;2019;RP Girona;ABP Ripollès;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;1;;
1;gener;2019;RP Girona;ABP Selva Interior;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2019;RP Girona;ABP Selva Interior;De les falsedats;Falsedats documentals;1;;
1;gener;2019;RP Girona;ABP Selva Interior;De les lesions;Lesions;16;12;2
1;gener;2019;RP Girona;ABP Selva Interior;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;6;7;1
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;7;;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;43;4;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;56;3;1
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;53;13;1
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;14;10;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;108;6;2
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;14;1;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;4;3;2
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;4;2;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra l’honor;Calumnia;1;1;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;1;1;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la llibertat;Amenaces;15;15;3
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la llibertat;Coaccions;4;4;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la llibertat;Detenció il·legal;;1;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;1;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
1;gener;2019;RP Girona;ABP Selva Interior;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2019;RP Girona;ABP Selva Interior;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;4;1;
1;gener;2019;RP Girona;ABP Selva Litoral;De les falsedats;De la usurpació de l'estat civil;3;2;
1;gener;2019;RP Girona;ABP Selva Litoral;De les falsedats;Falsedats documentals;4;2;
1;gener;2019;RP Girona;ABP Selva Litoral;De les lesions;Lesions;38;34;12
1;gener;2019;RP Girona;ABP Selva Litoral;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;4;4;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;3;4;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;62;7;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;1;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;55;20;1
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;84;13;4
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;10;7;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;4;4;3
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;48;18;20
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;21;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;19;15;10
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;4;2;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;1;1;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la llibertat;Amenaces;15;12;1
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la llibertat;Coaccions;2;2;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;3;3;1
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;1;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;3;4;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra l'Administració de justícia;Trencament de condemna;1;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra les relacions familiars;Contra els drets i deures familiars;5;5;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;
1;gener;2019;RP Girona;ABP Selva Litoral;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;5;5;2
1;gener;2019;RP Girona;ABP Selva Litoral;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;4;4;1
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;De les falsedats;Falsedats documentals;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;De les lesions;Lesions;2;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;10;;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;8;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;126;5;3
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;9;;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;13;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;2;;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;15;;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra la llibertat;Amenaces;;;1
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra l'ordre públic;Desordres públics;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Barcelona;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;De l’homicidi i les seves formes;Homicidi temptativa;2;1;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;De les falsedats;Falsedats documentals;4;1;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;De les falsedats;Falsificació de moneda i efectes timbrats;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;De les falsedats;Usurpació de funcions publiques i intrusisme;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;De les lesions;Lesions;89;63;9
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;121;89;7
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;154;19;2
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;151;22;6
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;2785;537;129
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;25;18;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;10;9;7
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;150;24;21
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;117;8;10
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;336;77;87
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;14;12;3
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;3;4;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra la llibertat;Amenaces;31;23;7
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;5;1;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;5;3;1
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra l'Administració de justícia;Trencament de condemna;6;6;4
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra l'ordre públic;Desordres públics;4;3;5
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;4
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;18;11;16
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;42;34;39
1;gener;2019;RP Metropolitana Barcelona;ABP Ciutat Vella;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;1
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De l’homicidi i les seves formes;Homicidi temptativa;4;3;4
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De les falsedats;Falsedats documentals;3;4;1
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De les falsedats;Falsificació de moneda i efectes timbrats;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De les falsedats;Usurpació de funcions publiques i intrusisme;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;De les lesions;Lesions;73;63;11
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;106;89;3
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;248;17;5
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;375;36;6
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;3427;520;133
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;10;8;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Propietat industrial;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Propietat intel·lectual;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;3;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;263;31;29
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;129;15;5
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;293;45;43
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;89;40;2
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra l’honor;Injúria;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;8;4;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la llibertat;Amenaces;35;35;11
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la llibertat;Coaccions;11;9;1
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;5;2;1
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;1;;2
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra l'Administració de justícia;Trencament de condemna;6;7;3
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra l'ordre públic;Desordres públics;3;1;4
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;15;13;13
1;gener;2019;RP Metropolitana Barcelona;ABP Eixample;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;3;3;3
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;De les falsedats;Falsedats documentals;2;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;De les falsedats;Falsificació de moneda i efectes timbrats;1;;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;De les lesions;Lesions;19;11;1
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;7;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;58;2;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;2;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;151;12;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;322;30;1
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;1;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;2
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;73;12;4
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;24;;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;38;8;1
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;35;13;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;4;1;
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra la llibertat;Amenaces;19;18;6
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra la llibertat;Coaccions;9;7;1
1;gener;2019;RP Metropolitana Barcelona;ABP Gràcia;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;1
